School,Address,Lat/Lon,Distance (Miles)
Phoenix Therapeutic Massage College,"8010 East McDowell Road #214, Scottsdale, AZ, 85257","(33.465816, -111.90857)",1118.86927798556
Long Technical College - East Valley,"4646 E. Van Buren Street  Suite #350, Phoenix, AZ, 85008-1716","(33.451145, -111.9813)",1117.94974246926
Maricopa Community Colleges - Gateway Community College,"108 N. 40th Street, Phoenix, AZ, 85034","(33.446198, -111.99547)",1117.90195562444
Maricopa Community Colleges - Scottsdale Community College,"9000 E. Chaparral Rd., Scottsdale, AZ, 85256-2626","(33.509457, -111.88188)",1116.83556680446
Universal Barber College,"1202 South 7th Avenue, Phoenix, AZ, 85007","(33.4359, -112.08252)",1116.3679645688
Fortis College - Phoenix,"555 North 18th Street, Phoenix, AZ, 85006","(33.453533, -112.04337)",1116.24631445316
Southwest Institute of Montessori Studies,"123 North 13th Street, Phoenix, AZ, 85034","(33.44969, -112.0542)",1116.2150669412
"Xtylo Beauty College, LLC","2828 North 36th Street, Phoenix, AZ, 85008","(33.479416, -112.00419)",1115.61680419878
Arizona State University,"500 North 3rd Street, Phoenix, AZ, 85004-0698","(33.45356, -112.07)",1115.57971672981
American Institute of Interior Design,"13014 Saguaro Boulevard, Fountain Hills, AZ, 85268","(33.60458, -111.7148)",1115.21581394135
Villa Montessori School,"4535 North 28th St., Phoenix, AZ, 85016","(33.502666, -112.02159)",1113.73409875005
American Institute of Trucking,"440 S 54th Ave, Phoenix, AZ, 85043-4729","(33.44238, -112.1753)",1113.66113942857
Arizona Culinary Institute,"10585 North 114th Street #401, Scottsdale, AZ, 85259","(33.58088, -111.83498)",1113.60086906072
Anthem College - Phoenix,"1515 E Indian School Road, Phoenix, AZ, 85014","(33.494728, -112.049446)",1113.5300156425
Maricopa Community Colleges - Phoenix College,"1202 W.  Thomas Road, Phoenix, AZ, 85013","(33.48044, -112.08827)",1113.44969819875
Universal Technical Institute of Arizona Inc,"10695 West Pierce Street, Avondale, AZ, 85323","(33.453625, -112.28605)",1110.23004901699
Commercial Divers International,"4055 S. Sarival Avenue, Goodyear, AZ, 85338","(33.409607, -112.40937)",1109.97664662797
Maricopa Beauty College,"515 W Western Ave, Avondale, AZ, 85323","(33.435326, -112.34456)",1109.94276693103
Penn Foster College,"14300 N. Northsight Boulevard Suite 125, Scottsdale, AZ, 85260","(33.615463, -111.89777)",1109.8586659148
Paul Mitchell the School Phoenix,"3423 West Bethany Home Road, Phoenix, AZ, 85017","(33.52397, -112.13235)",1109.63946429007
International Institute of the Americas,"4136 N 75th Ave Ste 211, Phoenix, AZ, 85033-3169","(33.4952, -112.22058)",1109.24498985164
International Institute of the Americas,"6049 N 43rd Ave, Phoenix, AZ, 85019-1600","(33.524757, -112.15149)",1109.11410913297
Arizona College of the Bible,"2045 W. Northern Ave., Phoenix, AZ, 85021","(33.5531, -112.10262)",1108.56707491629
Arizona Automotive Institute,"6829 N 46th Ave, Glendale, AZ, 85301-3579","(33.53608, -112.15787)",1108.249789454
Carrington College - Phoenix,"8503 N 27th Ave, Phoenix, AZ, 85051-4063","(33.560516, -112.11693)",1107.74794123492
Brookline College - Phoenix,"2445 West Dunlap Avenue, Phoenix, AZ, 85021","(33.567554, -112.111275)",1107.4510851535
American Indian College,"10020 N 15th Ave, Phoenix, AZ, 85021","(33.577244, -112.09124)",1107.34921812484
University of Jamestown,"6000 College Lane, Jamestown, ND, 58405","(46.91569, -98.70171)",1105.66831880378
Maricopa Community Colleges - Glendale Community College,"6000 W Olive Ave, Glendale, AZ, 85302","(33.56751, -112.18749)",1105.55467557481
Empire Beauty School - Glendale,"10820 North 43rd Ave Ste 12, Glendale, AZ, 85304","(33.585335, -112.15149)",1105.34021754038
Western Maricopa Education Center,"6997 North Glen Harbor Blvd., Glendale, AZ, 85307","(33.53621, -112.29426)",1104.86728086353
Maricopa Community Colleges - Paradise Valley Community College,"18401 N 32nd Street, Phoenix, AZ, 85032","(33.653507, -112.01358)",1104.56321658819
Wizard Medical Education,"9516 West Peoria Avenue, Peoria, AZ, 85345","(33.580578, -112.264366)",1102.8345836866
Thunderbird School of Global Management,"15249 N 59th Ave, Glendale, AZ, 85306-6000","(33.623238, -112.185715)",1102.12674728626
Colorado State University - Pueblo,"2200 Bonforte Blvd, Pueblo, CO, 81001-4901","(38.304005, -104.58101)",1101.08361930295
Mesa Community College - Boswell,"13101 North 103rd Avenue, Sun City, AZ, 85351","(33.602432, -112.28124)",1101.05389382172
Westwind School of Aeronautics,"732 W. Deer Valley Rd, Phoenix, AZ, 85027","(33.68378, -112.08634)",1100.84882255043
Pueblo Community College,"900 West Orman Avenue, Pueblo, CO, 81004-1499","(38.262115, -104.636955)",1100.73300696239
Motorcycle Mechanics Institute a div. of Universal Technical Institute,"2844 W Deer Valley Rd, Phoenix, AZ, 85027","(33.683796, -112.12064)",1099.98586680503
IntelliTec College - Pueblo,"3673 Parker Boulevard, Pueblo, CO, 81008","(38.310867, -104.66039)",1097.54637004998
International Polytechnic Institute,"2320 Martin Luther King Ave, Calexico, CA, 92231","(32.689774, -115.49335)",1092.22520330091
Adams State University,"208 Edgemont Blvd, Alamosa, CO, 81102","(37.47215, -105.88076)",1089.02544977152
Lake Region State College,"1801 College Dr N, Devils Lake, ND, 58301-1598","(48.126705, -98.86597)",1084.87531205682
Imperial Valley ROP,"687 State Street, El Centro, CA, 92243","(32.791782, -115.55872)",1084.36977801315
Centinela Desert Institute,"2302 Brown Road, Imperial, CA, 92251","(32.794903, -115.77449)",1080.52088591889
Northland Pioneer College,"2251 N. Navajo Blvd, Holbrook, AZ, 86025","(34.927414, -110.14219)",1079.36090068789
Otay Mesa Adult School - R.J. Donovan Correctional Facility,"480 Alta Road, San Diego, CA, 92179-0001","(32.591362, -116.925545)",1076.55378772107
San Diego Job  Corps Center,"1325 Iris Avenue, Imperial Beach, CA, 91932","(32.56907, -117.10514)",1075.60928784219
Avance Beauty College,"750 Beyer Way, San Diego, CA, 92154","(32.582973, -117.06197)",1075.2545111187
Sweetwater Union High School District - Adult Education,"461 Moss Street, Chula Vista, CA, 91911","(32.615227, -117.07726)",1072.88043615272
Montessori Hills Academy Teacher Certification Center,"612 Paseo Del Rey, Chula Vista, CA, 91910","(32.628452, -117.03369)",1072.58125790726
United States University,"830 Bay Boulevard, Chula Vista, CA, 91911","(32.617287, -117.0922)",1072.54090812461
Southwestern College,"900 Otay Lakes Rd, Chula Vista, CA, 91910-7299","(32.642944, -116.99566)",1072.12647434074
Pikes Peak Community College,"5675 S Academy Blvd, Colorado Springs, CO, 80906-5498","(38.765423, -104.78462)",1071.87058297573
Nazarene Bible College,"1111 Academy Park Loop, Colorado Springs, CO, 80910-3704","(38.814438, -104.7524)",1070.99791767282
Technical Education College,"2458 Waynoka Road, Colorado Springs, CO, 80915","(38.86588, -104.71963)",1070.05009752488
Colorado Academy of Veterinary Technology,"2766-68 Janitell Road, Colorado Springs, CO, 80906","(38.799248, -104.7943)",1069.95800609523
IntelliTec College - Colorado Springs,"2315 E. Pikes Peak Avenue, Colorado Springs, CO, 80909-6096","(38.83258, -104.787735)",1068.73651648433
The Salon Professional Academy - Colorado Springs,"4388 Austin Bluffs Parkway, Colorado Springs, CO, 80918","(38.896313, -104.74873)",1067.49851268076
Apex College of Veterinary Technology,"330 S. El Paso Street, Colorado Springs, CO, 80903","(38.838364, -104.812874)",1067.44615197047
Paul Mitchell The School Colorado Springs,"118 West Colorado Avenue, Colorado Springs, CO, 80903","(38.8326, -104.8276)",1067.09961435686
SDCCD Continuing Education,"4343 Ocean View Blvd, San Diego, CA, 92113","(32.7005, -117.101616)",1066.82070263236
Colorado College,"14 East Cache La Poudre Street, Colorado Springs, CO, 80903","(38.84654, -104.82356)",1066.64218894872
Cuyamaca College,"900 Rancho San Diego Pky, El Cajon, CA, 92019","(32.746273, -116.93905)",1065.97149438995
Center for Employment Training - San Diego,"3295 Market St, San Diego, CA, 92102","(32.711754, -117.123375)",1065.77153035777
University of Colorado at Colorado Springs,"1420 Austin Bluffs Parkway, Colorado Springs, CO, 80933-7150","(38.891155, -104.799934)",1065.62208874556
NewSchool of Architecture and Design,"1249 F St, San Diego, CA, 92101","(32.71365, -117.15333)",1065.24283093359
College of English Language (CEL),"104 Broadway, San Diego, CA, 92101","(32.71572, -117.16372)",1064.96495154213
San Diego City College,"1313 Park Boulevard, San Diego, CA, 92101-4787","(32.71802, -117.1538)",1064.94269569424
Remington College,"6050 Erin Park Drive, Colorado Springs, CO, 80918-3401","(38.917885, -104.7877)",1064.93561410873
"Associated Barber College of San Diego, Inc.","1333 5th Avenue, San Diego, CA, 92101","(32.719227, -117.16018)",1064.77633497689
California International Business University,"550 West B Street, San Diego, CA, 92101","(32.717773, -117.16784)",1064.77195898424
Q International School,"1500 State St #100, San Diego, CA, 92101","(32.720997, -117.1665)",1064.57299920186
International College of Holistic Studies,"1500 State Street, San Diego, CA, 92101","(32.720997, -117.1665)",1064.57299920186
California Western School of Law,"225 Cedar St, San Diego, CA, 92101-3046","(32.72197, -117.16269)",1064.55837945495
Colorado Institute of Massage Therapy,"1490 W. Fillmore Street, Colorado Springs, CO, 80904","(38.872845, -104.85552)",1064.15533088802
Point Loma Nazarene University,"3900 Lomaland Dr, San Diego, CA, 92106-2899","(32.71647, -117.253494)",1063.72697847264
"Joint Intelligence Training Activity, Pacific","3955 N. Harbor Drive, San Diego, CA, -","(32.7291, -117.208046)",1063.47601296273
Internexus San Diego,"1807 Robinson Ave. Suite 201, San Diego, CA, 92103","(32.74643, -117.14562)",1063.14192586105
Northcentral University,"2488 Historic Decatur Rd Suite 100, San Diego, CA, 92106","(32.73593, -117.21508)",1062.92342528451
Grossmont Adult School,"1100 Murray Drive, El Cajon, CA, 92020","(32.783054, -116.98362)",1062.88603411739
Southern California Seminary,"2075 E. Madison Avenue, El Cajon, CA, 92019-1108","(32.80327, -116.9011)",1062.6784803973
Bellus Academy,"1073 E Main St, El Cajon, CA, 92021","(32.79491, -116.94563)",1062.61716063416
USA Language Center at San Diego University of Integrative Studies,"3900 Harney St, San Diego, CA, 92110","(32.752037, -117.19555)",1062.0987295384
virtual design and construction institute  d/b/a cadteacher,"3904 Groton Street, San Diego, CA, 92110","(32.753582, -117.22158)",1061.64983121474
Northeastern Junior College,"100 College Avenue, Sterling, CO, 80751-2944","(40.636833, -103.19755)",1061.57594670782
Newbridge College - El Cajon,"878 Jackman Street, El Cajon, CA, 92020-3057","(32.8072, -116.97339)",1061.40723269216
Calipatria Adult School,"7018 Blair Road, Calipatria, CA, 92231","(33.16375, -115.49319)",1060.98539264572
University of San Diego,"5998 Alcala Park, San Diego, CA, 92110-2492","(32.770573, -117.18967)",1060.93018663723
Pacific College of Oriental Medicine,"7445 Mission Valley Rd Ste 105, San Diego, CA, 92108","(32.77864, -117.16112)",1060.76877780522
Scandinavian Aviation Academy,"1835 North Marshall Street, El Cajon, CA, 92020","(32.819107, -116.97589)",1060.57366139504
Grossmont College,"8800 Grossmont College Dr, El Cajon, CA, 92020-1799","(32.813644, -117.006355)",1060.51930967769
"American Collegiate English (ACE), Grossmont College","8800 Grossmont College Drive, El Cajon, CA, 92020","(32.813644, -117.006355)",1060.51930967769
Bryan College,"2065 N. Marshall Avenue, El Cajon, CA, 92020","(32.821648, -116.975365)",1060.410444148
Fashion Careers College,"1923 Morena Blvd, San Diego, CA, 92110-3555","(32.78071, -117.207344)",1060.01344370333
San Diego Mesa College,"7250 Mesa College Dr, San Diego, CA, 92111-4998","(32.803127, -117.16367)",1059.08831285664
San Diego Christian College,"200 Riverview Parkway, Santee, CA, 92071","(32.84181, -116.97803)",1059.02073773795
EMSTA College,"11489 Woodside Avenue, Santee, CA, 92701","(32.851723, -116.94977)",1058.74869578774
Occupational Training Services Inc,"8799 Balboa Ave Ste 120, San Diego, CA, 92123","(32.82024, -117.13902)",1058.26902652781
Coleman University,"8888 Balboa Ave, San Diego, CA, 92123","(32.82079, -117.1375)",1058.25253228605
Brightwood College - San Diego,"9055 Balboa Avenue, San Diego, CA, 92123","(32.82165, -117.135216)",1058.22550529783
Ashford University,"8620 Spectrum Center Boulevard, San Diego, CA, 92123-1406","(32.827065, -117.142426)",1057.76446026318
Montessori Center for Teacher Education (San Diego),"4544 Pocahontas Ave., San Diego, CA, 92117","(32.824352, -117.20872)",1057.05977051452
Design Institute of San Diego,"8555 Commerce Ave, San Diego, CA, 92121","(32.88163, -117.167694)",1053.75714584754
Alliant International University,"10455 Pomerado Road, San Diego, CA, 92131","(32.90032, -117.09695)",1053.45858534506
San Diego Miramar College,"10440 Black Mountain Rd, San Diego, CA, 92126-2999","(32.909058, -117.12422)",1052.50099455355
Morgan Community College,"920 Barlow Road, Fort  Morgan, CO, 80701","(40.261402, -103.77273)",1051.16745407229
Bellus Academy,"13266 Poway Rd, Poway, CA, 92064","(32.95648, -117.043594)",1050.41953191084
Summit Salon & Beauty School,"110 West Midland Avenue, Woodland Park, CO, 80863","(38.99349, -105.064835)",1050.18264256133
National University,"11255 North Torrey Pines Road, La Jolla, CA, 92037-1011","(32.93633, -117.26094)",1048.83481598806
Chuckawalla Valley Adult School,"19025 Wileys Well Road, Blythe, CA, 92225","(33.564022, -114.89641)",1045.78243609996
Desert Oasis Adult School - Ironwood State Prison,"19005 Wileys Well Road, Blythe, CA, 92225","(33.606415, -114.90169)",1042.92106533052
California Institute for Human Science,"701 Garden View Court, Encinitas, CA, 92024","(33.05861, -117.26058)",1040.61613155713
San Juan College,"4601 College Blvd, Farmington, NM, 87402-4699","(36.77017, -108.16625)",1040.50804888674
Westminster Theological Seminary in California,"1725 Bear Valley Parkway, Escondido, CA, 92027-4128","(33.12298, -117.0474)",1039.19627241561
John Paul the Great Catholic University,"220 West Grand Avenue, San Diego, CA, 92025","(33.12082, -117.08316)",1038.84571642581
Yavapai College,"1100 E Sheldon St, Prescott, AZ, 86301","(34.545124, -112.45593)",1038.1220793761
Prescott College,"220 Grove Ave, Prescott, AZ, 86301","(34.544476, -112.47628)",1037.64495704731
National Communications Training Centers,"1324 East Mission Road, San Marcos, CA, 92069","(33.13636, -117.13049)",1037.15160440574
University of St. Augustine for Health Sciences,"700 Windy Point Drive, San Marcos, CA, 92069","(33.1529, -117.16397)",1035.58344874361
University of Saint Katherine,"1637 Capalina Road, San Marcos, CA, 92069","(33.151016, -117.195114)",1035.28648592409
Gemological Institute of America,"5345 Armada Dr, Carlsbad, CA, 92008","(33.131985, -117.31709)",1034.93080892177
Brightwood College - Vista,"2022 University Drive, Vista, CA, 92083-7736","(33.171734, -117.223114)",1033.51584258046
Oceanside College of Beauty,"1575 S Coast Hwy, Oceanside, CA, 92054-5356","(33.17924, -117.36557)",1031.11190739941
Augustine Institute,"6160 South Syracuse Way #310, Greenwood Village, CO, 80111","(39.604115, -104.899475)",1030.36503769485
Vista Adult School,"305 E. Bobier Drive, Vista, CA, 92084","(33.22138, -117.24202)",1029.92522581248
Platt College,"3100 S Parker Rd, Aurora, CO, 80014-3141","(39.660328, -104.85445)",1029.85277909996
Pickens Technical College,"500 Airport Blvd, Aurora, CO, 80011-9307","(39.72409, -104.79116)",1029.80413625168
Community College of Aurora,"16000 E. CentreTech Parkway, Aurora, CO, 80011-9036","(39.719315, -104.802536)",1029.52818665152
Avalon School of Cosmetology,"2231 South Peoria Street, Aurora, CO, 80014","(39.676003, -104.84727)",1029.48732450413
Pima Medical Institute,"13750 E. Mississippi Avenue, Aurora, CO, 80012","(39.696613, -104.82757)",1029.43883299213
Franciscan School of Theology,"4050 Mission Avenue, Oceanside, CA, 92057","(33.229187, -117.32235)",1028.32430093373
Bel-Rea Institute of Animal Technology,"1681 S Dayton St, Denver, CO, 80247","(39.686085, -104.875404)",1027.87926057526
University of Colorado Denver,"13120 E. 19th Ave #C288-18, Aurora, CO, 80045","(39.74569, -104.83443)",1027.0725380166
Sitting Bull College,"9299 Highway 24, Fort Yates, ND, 58538","(46.070366, -100.66946)",1026.92225071082
Concorde Career College - Aurora,"111 N. Havana Street, Aurora, CO, 80010-4314","(39.718426, -104.865944)",1026.90343901519
Montessori Casa International,"144 Rampart Way, Denver, CO, 80230","(39.7204, -104.89856)",1025.45122827884
Denver Seminary,"6399 S. Santa Fe Drive, Littleton, CO, 80120","(39.601055, -105.02043)",1025.44267925224
Spring International Language Center Littleton,"2575 West Church Avenue, Littleton, CO, 80120","(39.61031, -105.01812)",1025.14227772689
United College of Health and Beauty,"4219 South Broadway, Englewood, CO, 80113","(39.63994, -104.98781)",1025.14018186043
